,Size (MB),File Type,File Format,Bio Rep No,Tech Rep No,Biosource Type,Organism,File Status,Publication,Experiment Type,Replicate Info,Assay Details,Biosource,Dataset,Condition,In Experiment As,Project,Notes
405,639.39,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
406,234.14,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
407,407.7,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
408,610.31,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
409,273.05,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
410,524.23,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
411,496.79,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
412,706.79,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
413,529.9,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
414,460.07,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
415,518.87,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
416,553.67,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
417,535.45,reads,fastq,1,1,induced pluripotent stem cell,human,released,Correspondence: biren@ucsd.edu,sn-Hi-C,"Biorep 1, Techrep 1",MboI,WTC-11 AAVS1-GFP C6,Single nucleus Hi-C on WTC-11 with GFP tagged AAVS1,clone 6,raw file,4DN,
418,5808.82,reads,fastq,2,1,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
419,6118.06,reads,fastq,2,1,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
420,29754.82,reads,fastq,2,1,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
421,27780.02,reads,fastq,2,1,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
422,30383.02,reads,fastq,2,1,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
423,28517.94,reads,fastq,2,1,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
424,0.0,barcodes,txt,2,1,immortalized cell line,human,released,Kim HJ et al. (2020),,,,,,,,4DN,
425,5066.45,reads,fastq,2,2,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
426,27838.7,reads,fastq,2,2,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
427,8885.28,reads,fastq,2,2,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
428,9710.63,reads,fastq,2,2,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
429,5287.87,reads,fastq,2,2,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
430,29280.85,reads,fastq,2,2,immortalized cell line,human,released,Kim HJ et al. (2020),sci-Hi-C,,,multiple,multiple,multiple,raw file,4DN,
